pregunta,respuesta;;;;
Esta prueba ayuda a detectar tempranamente el cáncer de próstata,Antígeno prostático;;;;
Si no recibo tratamiento adecuado y oportunamente la infección por VIH me puede dar:,SIDA;;;;
Interrupción del embarazo por personal no capacitado o en inadecuadas condiciones,Aborto Inseguro;;;;
Lo que evitar hacerse con una víctima de ataque con agentes químicos,Remedios caseros;;;;
Capacidad que logramos los seres humanos con el paso de los años y que nos permite tomar decisiones.,Autonomía progresiva;;;;
Consulta de consejería sobre el uso de anticonceptivos,Consulta anticoncepción;;;;
Implica decidir libre y voluntariamente si participar o no en una actividad sexual con otra persona,Consentimiento;;;;
VPH,Virus Papiloma Humano;;;;
La violencia sexual es considerada como,Una urgencia;;;;
Controles prenatales sugeridos para una mujer que no ha tenido hijos en embarazo de bajo riesgo,Diez;;;;
Las ITS que se pueden prevenir con vacunas son,Hepatitis B y VPH;;;;
Si estoy embarazada debo ir al,Control prenatal;;;;
Cuidado integral que permite conocer el estado de salud de la madre y del bebe,Control prenatal;;;;
Son atributos inherentes a las personas. Todas y todos los tenemos por el hecho de pertenecer a la especie humana,Derechos Humanos;;;;
Dispositivo intrauterino,DIU;;;;
Primera causa de enfermedad grave durante el embarazo en Colombia,Preeclampsia;;;;
Controles prenatales sugeridos para una mujer que ya ha tenido hijos en embarazo de bajo riesgo,Siete;;;;
Los derechos sexuales de los varones y de las mujeres son,Iguales;;;;
Microscopio que permite observar el cuello uterino,Colposcopio;;;;
Decidir libremente si se tienen o no relaciones sexuales es un derecho _______,Sexual;;;;
La IVE se considera un derecho,Reproductivo;;;;
Decidir tener o no relaciones sexuales es un derecho,Sexual;;;;
Son los mismos derechos humanos en el ejercicio de la sexualidad,Derechos sexuales;;;;
Si no trato bien y oportunamente una gonorrea puedo tener,Infertilidad;;;;
El VIH puede pasar de la madre al hijo(a) en el embarazo, parto o,Lactancia;;;;
Si no recibo tratamiento adecuado y oportunamente para una hepatitis B me puede dar:,Cirrosis;;;;
Los resultados de la prueba de VIH son,Confidenciales;;;;
La sentencia que norma referente a la IVE fue emitida por:,Corte Constitucional;;;;
En caso de una ITS hay que involucrar a la,Pareja;;;;
El Sida ocurre cuando el VIH afecta el sistema __________,Inmunitario;;;;
Decidir libremente si tengo o no hijos, con quien y cuando es un derecho _______,Reproductivo;;;;
T de cobre,DIU;;;;
Se genera en la pobreza y la desigualdad y puede reproducir el ciclo de la pobreza,Embarazo adolescente;;;;
"¿Con qué otro nombre se conoce la esterilización definitiva femenina?,""Oclusión tubárica bilateral, ligadura de trompas, o Pomeroy.""";;;;
"¿Qué son los Derechos Reproductivos?,""Son los mismos Derechos Humanos aplicados al campo de la reproducción y se refieren a la capacidad de controlar las decisiones relacionadas con la fecundidad y la reproducción. Las decisiones de tener o no tener hijos, cuando y con quien.""";;;;
¿A dónde pueden acudir las personas  adolescentes para recibir consejería en anticoncepción?,A los servicios de salud amigables para adolescentes y jóvenes SSAAJ o a cualquier sede de su IPS que cuente con servicios de consejería en anticoncepción.;;;;
"¿Qué pruebas están disponibles para la detección temprana del cáncer de próstata?,""Para la detección oportuna del cáncer de próstata se realiza la prueba de antígeno prostático (PSA) combinada con el tacto rectal, a partir de 50 años.""";;;;
"¿Qué otras cosas se deben evitar cuando alguien es atacado con algún químico?,""NO se debe utilizar hielo, ni frotar la herida, ni reventar las ampollas. Tampoco se debe arrancar las prendas de vestir a la víctima, se debe evitar que ésta se frote los párpados. NO se altere ni exprese la gravedad de la lesión ante la víctima.""";;;;
¿Qué significa que la Política PAIS, el Plan Decenal de salud Pública y la Política Nacional de Sexualidad, DS y DR tengan en su base el enfoque diferencial de territorios y poblaciones?,Estas políticas y planes  se inscriben en el marco del reconocimiento de las diversidades de territorios y poblaciones en donde las PERSONAS se convierten en el centro de la acción para garantizar los derechos sexuales y los derechos reproductivos.;;;;
"¿Qué son las infecciones de transmisión sexual o ITS?,""Son infecciones causadas por microorganismos que entran al cuerpo generalmente durante el contacto sexual no protegido. También se pueden transmitir por transfusión de sangre contaminada o uso compartido de agujas, jeringas u otros objetos punzantes. En algunos casos la madre puede transmitir la infección a su hijo(a) durante el embarazo, parto o lactancia.""";;;;
"¿Se puede prevenir la transmisión del VIH de la madre al feto durante el embarazo?,""Claro. Con un diagnóstico oportuno del VIH durante el embarazo, ella y su hijo(a) toman antirretrovirales según las indicaciones y evitan la lactancia materna se pueden prevenir casi todas las infecciones. Por el contrario, si no se hace ningún manejo, cerca de la mitad de los niños(as) se pueden infectar.""";;;;
"¿Qué puedo hacer si sufro una violación o tengo una relación sin protección con alguien que no se si tiene alguna ITS o VIH?,""Si tuviste una relación sexual sin protección debes acudir a los servicios de salud para recibir profilaxis posexposición antes de que se cumplan 72 horas del contacto. Esta profilaxis incluye anticoncepción de emergencia, servicios de asesoría, pruebas de detección del VIH, primeros auxilios, y la toma de medicamentos antirretrovirales durante 28 días, entre otras.""";;;;
"¿Cuáles son los principales factores de riesgo para desarrollar cáncer de cuello uterino?,""Los principales factores de riesgo asociados a este cáncer son: infección por VPH, fumar, dieta inadecuada, inicio temprano de relaciones sexuales y múltiples gestaciones.""";;;;
"¿Qué derechos tienen las mujeres víctimas de la violencia?,""Tiene derecho a: recibir información clara sobre sus derechos"; recibir atención integral y asesoría jurídica; escoger el sexo del profesional de salud que la atenderá; conocer los resultados de los exámenes que le practiquen;" recibir protección, capacitación y asistencia según sus necesidades."""
"¿Es mejor que la mujer tenga hijos siendo joven para verlos crecer?,""Si el embarazo ocurre siendo la mujer muy joven o mayor, las posibilidades para cuidar y educar a sus hijos pueden verse influidas por la falta de experiencia de vida o por compartir la crianza con otras expectativas personales.""";;;;
"¿Qué significa promover la autonomía o la autodeterminación sexual y reproductiva?,""Significa que las personas tienen derecho a decidir sobre su cuerpo y su sexualidad. Solamente tú decides, sin coerción, sin presión, sin violencia.   Eres dueño o dueña de tu cuerpo y tu sexualidad.""";;;;
"¿Qué preguntas claves debe hacer un paciente con cáncer de próstata a su médico o médica?,""Debes preguntar a tu médico/a: ¿Cómo está mi antígeno prostático? , ¿Qué tan avanzada está mi enfermedad?, ¿Qué exámenes complementarios necesito?, ¿Se ha diseminado el cáncer fuera de la próstata?, Opción de tratamiento más adecuado. ¿Cuáles son los principales efectos adversos? """;;;;
¿Cuál es la línea de atención de la policía para atender con mayor celeridad los casos de abuso y maltrato a la mujer?,Línea de atención 155;;;;
"¿A dónde deben acudir las víctimas de trata de personas o de violencia sexual en el marco del conflicto?,""Las víctimas deben denunciar ante la Fiscalía, en las Unidades de Reacción Inmediata o en Salas de Atención a Usuarios. La Fiscalía solicita medidas de protección ante los Juzgados de Control de Garantías o a través del Programa de Protección a Víctimas y testigos.""";;;;
"¿Qué es la interrupción voluntaria del embarazo?,""Es un derecho de las mujeres cuando: (I) la continuación del embarazo constituya peligro para su vida o  salud, (II) cuando exista grave malformación del feto que le haga inviable, (III) cuándo el embarazo sea el resultado de  un acto sexual sin consentimiento, abusivo, de inseminación artificial o transferencia de óvulo fecundado no consentidas, o de incesto.""";;;;
"¿Cuáles son los comportamientos de riesgo para las ITS?,""Algunos comportamientos de riesgo para facilitar la transmisión de ITS o VIH son: tener relaciones sexuales con una o varias personas sin condón o hacer mal uso del mismo, tener relaciones sexuales bajo el efecto del alcohol o sustancias psicoactivas porque se puede descuidar el uso del condón.""";;;;
"¿Cómo se usa el condón masculino?,""Coloca el condón sobre el pene erecto y presiona la bolsa que se forma en la punta para que salga el aire. Desenróllalo hasta que cubra el pene completamente. El condón debe quedar sin aire o sino se puede romper durante la relación. Ojo, no lo desenrolles antes de ponerlo. Aprieta la punta del condón  (ver figura y videos).""";;;;
"¿Qué otras consecuencias pueden tener las ITS?,""Hay algunas ITS que causan úlceras que pueden aumentar el riesgo de contraer el VIH, otras pueden ser transmitidas de la madre al hijo(a) durante el embarazo o causar problemas durante el embarazo o de infertilidad. El virus del papiloma humano puede causar cáncer cervicouterino.""";;;;
"¿Debo firmar consentimiento informado para todos los métodos?,""No, solo para aquellos que por sus características requieren que la mujer autorice, como es el caso del dispositivo intrauterino, el implante subdérmico o la esterilización.""";;;;
"¿Todas las EPS cubren la interrupción voluntaria del embarazo?,""Todas las EPS, independientemente de si son públicas o privadas deben tener una red de servicios que garantice el servicio de IVE. https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/DE/SM-Determ-aborto-inseguro.pdf, https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/DE/SM-Determ-aborto-inseguro.pdf, https://docs.supersalud.gov.co/PortalWeb/Juridica/CircularesExterna/C_2013_Norma_0003.pdf, https://docs.supersalud.gov.co/PortalWeb/Juridica/CircularesExterna/C_2013_Norma_0003.pdf""";;;;
"¿Qué significa promover la autonomía o la autodeterminación sexual y reproductiva?,""Significa que las personas tiene derecho a decidir sobre su cuerpo y su sexualidad. Solamente tú decides, sin coerción, sin presión, sin violencia.   Eres dueño o dueña de tu cuerpo y tu sexualidad.""";;;;
"¿Cómo afecta la violencia de género a los hombres?,""Cuando un hombre es víctima de violencia de género se puede generar en él cuestionamiento sobre la propia orientación sexual, vergüenza, culpa, miedo, ansiedad, episodios de ira y distanciamiento emocional, uso y abuso de sustancias psicoactivas.""";;;;
"¿Hay comportamientos o situaciones de riesgo para adquirir el VIH?,""Sí, algunas conductas de riesgo para contraer VIH incluyen: Tener relaciones sexuales penetrativas por vagina, boca o ano sin condón. Tener otra infección de transmisión sexual como la gonorrea, herpes o sífilis. Compartir agujas o jeringas para usar drogas inyectables o recibir inyecciones o  procedimientos médicos invasivos con instrumental no esterilizado. Practicarse piercings o tatuajes sin las medidas adecuadas de esterilización.""";;;;
"¿Existe alguna guía para el control del embarazo en Colombia?,""El Ministerio de Salud y Protección Social y el Departamento Administrativo de Ciencia, Tecnología e Innovación COLCIENCIAS financiaron la Guía de práctica clínica para la prevención, detección temprana y tratamiento de las complicaciones del embarazo, parto o puerperio. Esta guía esta disponible también en versión para pacientes.""";;;;
"¿Cómo se transmite el VIH?,""El VIH se puede transmitir por el contacto con la sangre, la leche materna, el semen o las secreciones vaginales de personas infectadas. Casi todos los casos ocurren por tener relaciones sexuales penetrativas no protegidas, pero también hay casos de transmisión de la madre al hijo(a), o por uso de sangre, agujas, cuchillas u otros objetos contaminados.""";;;;
¿Cómo se previenen el VIH y las ITS?,Realizando prácticas de auto-cuidado. Buscando información confiable y acudiendo a los servicios a los que tienes derecho. Si decides tener una vida sexual activa la medida más importante es usar el condón (masculino o femenino) de manera correcta y consistente en todas las relaciones sexuales.;;;;
"¿Qué lubricantes puedo usar con un condón?,""Si necesitas utilizar lubricante compra uno a base de agua o usa glicerina. Pregunta cuál sirve o lee las instrucciones antes de usarlo. NO utilices vaselina o aceite como lubricante vaginal cuando uses condón, estas sustancias pueden romperlo.""";;;;
"¿Hay vacunas para prevenir las ITS o el VIH?,""Actualmente se cuenta con vacunas para prevenir la hepatitis B y el virus del papiloma humano, que son dos de las ITS más frecuentes. Estas vacunas son seguras y muy eficaces y están disponibles en el POS. Aunque se están haciendo investigaciones, aún no hay vacuna para VIH ni para otras ITS.""";;;;
¿Qué pasa si una mujer embarazada tiene hepatitis B?,La transmisión materno infantil de la hepatitis B puede causar infecciones crónicas en los niños(as) que con el tiempo pueden llevar a producir cirrosis o cáncer de hígado. Vacunar a los recién nacidos contra la hepatitis B en las primeras 12 horas de vida y administrar la gamaglobulina son clave para la prevención.;;;;
"¿Cómo sé que algo es normal o anormal en sexualidad?,""La expresión de la sexualidad es diversa y los sentidos y significados que otras personas tienen pueden ser diferentes a los que yo tengo en mi vida personal, lo cual no los hace anormales ni equivocados. Lo clave está en no vulnerar los Derechos Sexuales o Derechos reproductivos de las otras personas.""";;;;
"¿Qué son las técnicas de inspección visual?,""Es la observación directa del cuello uterino con la ayuda de líquidos, como el lugol, que producen cambios cuando hay lesiones pre-cancerosas. Esta prueba de tamización está disponible para población residente en zonas de difícil acceso a servicios de salud.""";;;;
"¿En salud quienes son los responsables de la promoción de los Derechos sexuales y los Derechos reproductivos?,""Todos los actores del Sistema de Salud son corresponsables de la promoción de los Derechos sexuales y los Derechos reproductivos. Adicionalmente otros sectores como educación, protección, justicia, comunicaciones y la sociedad en su conjunto tienen la obligación de promover estos Derechos.""";;;;
¿Quien realiza la consulta de consejería en anticoncepción?,Un médico o enfermera capacitado en este tema.;;;;
"¿Cuáles son los métodos anticonceptivos hormonales disponibles en el POS?,""Píldoras anticonceptivas, implantes subdérmicos y los inyectables.""";;;;
"¿La prueba de amor es un Derecho que tiene tu pareja?,""No es un Derecho de tu pareja. Iniciar relaciones sexuales es una decisión solo tuya cuando te sientas preparada o preparado. Cualquier presión, coacción o violencia son vulneraciones a tus derechos.""";;;;
"¿Cómo se clasifican las violencias de género?,""Las violencias de género se pueden clasificar según las características, las condiciones de la víctima, por el ámbito donde se presentan o por su tipificación como delito.""";;;;
"¿Cómo se puede prevenir la infección por VPH?,""Con el uso del preservativo, vacunándose contra el VPH, no fumar, inicio tardío de las relaciones sexuales, mejorando hábitos alimenticios y realizando actividad física regularmente.""";;;;
¿Por qué cuando se habla de violencia de género se asocia en su mayoría a las violencias que afectan a las mujeres?,Porque las mujeres son quienes sufren más hechos violentos por el  hecho de ser mujeres o por no cumplir con lo que se espera socialmente de ser mujer.;;;;
"¿El dispositivo intrauterino también sirve como anticoncepción de emergencia?,""Sí, puede ser insertado por un profesional entrenado hasta 5 días después de una relación sexual sin protección.""";;;;
¿A dónde puede solicitar una víctima de violencia de género la asesoría jurídica?,La víctima de violencia de género puede solicitar asesoría jurídica y asignación de un abogado/a en la Defensoría del Pueblo que tiene la obligación de brindar orientación legal y representación judicial gratuitamente.;;;;
"¿Es cierto que la circuncisión masculina previene la transmisión de VIH?,""Sí, la circuncisión masculina reduce en un 60% el riesgo de transmisión sexual del virus en los hombres y se ha recomendado como medida preventiva en lugares donde el VIH tiene gran prevalencia. Esta medida nunca debe remplazar a otros métodos conocidos, como el uso del condón femenino o masculino.""";;;;
"¿Cuando alcanzo mi autonomía sexual?,""En general las niñas, niños y adolescentes hasta los catorce años en promedio, aún no pueden prever consecuencias del ejercicio de la sexualidad. Cuando se logra prever consecuencias y fijar límites sobre su propio cuerpo y su propia sexualidad y la de los otros podemos decir que se alcanza la autonomía.""";;;;
"¿Qué es la salud sexual?,""Posibilidad de disfrutar y experimentar la sexualidad sin riesgos de enfermar o de verse afectado(a) por cualquier forma de daño o violencia en el curso de las relaciones afectivas. Tiene que ver con la forma de pensar y relacionarse con la gente, con la elección personal y libre ânunca obligadaâ de tener o no relaciones sexuales y de cómo tenerlas.""";;;;
"¿Cuáles son los derechos fundamentales de una víctima de violencia sexual?,""Toda víctima de violencia sexual tiene derecho a ser tratada con dignidad, privacidad y respeto durante cualquier entrevista o actuación con fines médicos, legales o de asistencia social";" a tener acceso a un servicio de orientación y consejería gratuito para ella y su familia atendido por personal calificado.""";;;
¿Quién puede adquirir infecciones de transmisión sexual (ITS) o VIH?,Todas las personas podemos infectarnos con una ITS o con VIH si no tomamos las medidas necesarias para evitarlo. Aun personas con parejas estables  deben protegerse para no infectarse.;;;;
"¿Pueden obligarme a hacerme una prueba para VIH?,""No, las pruebas para VIH deben ser voluntarias, se deben hacer después de recibir una asesoría y de firmar un consentimiento informado. No pueden obligar a nadie a hacerse esta prueba. Además, los resultados deben ser confidenciales.""";;;;
"¿Cuál es el límite de edad gestacional (o tiempo de embarazo) para poder hacer una interrupción voluntaria en Colombia?,""En Colombia la normatividad no impone un límite de edad gestacional para practicar una interrupción voluntaria del embarazo. Sin embargo, entre más temprano se practique la interrupción, es mas facil el procedimiento.""";;;;
"¿Qué tipos de violencia de género existen según las características?,""Según las características de las violencias éstas pueden ser: física, psicológica, sexual, patrimonial, económica.""";;;;
"¿Qué es el antígeno prostático específico?,""El PSA es una proteína producida por la próstata que puede estar elevada en pacientes con cáncer de próstata, así como en otras enfermedades.""";;;;
"¿Existen servicios amigables en todo el territorio nacional?,""Los servicios amigables para adolescentes y jóvenes han ido expandiéndose por el país.  Pregunta en tu EPS o en tu municipio si existe el servicio amigable. Si aún no existe, igual tienes derecho a la atención en salud sexual y salud reproductiva en tu servicio de salud y puedes consultar allí.""";;;;
¿Qué puedo hacer si tengo una ITS?,Si tienes una ITS es necesario que consultes a los servicios de salud para recibir la información para prevenir otras ITS en el futuro y para recibir el tratamiento y las recomendaciones necesarias para su manejo. Es ideal que tus parejas sexuales también acudan a los servicios de salud con el mismo fin.;;;;
"¿En salud existen políticas que garanticen la promoción de los DS y los DR?,""La política nacional en sexualidad, derechos sexuales y derechos reproductivos  tiene como uno de sus objetivos la promoción de la salud, a través de la promoción de los derechos sexuales y los derechos reproductivos. De igual manera el Plan Decenal de Salud Pública en su dimensión de sexualidad tiene un componente de promoción de los DS y los DR y la equidad de género.""";;;;
"¿Cuáles son las infecciones de transmisión sexual que se transmiten de la madre al hijo(a) durante el embarazo?,""El VIH, la hepatitis B y la sífilis son las ITS que se transmiten más frecuentemente de la madre al hijo(a) durante el embarazo. Además de estas, durante el parto se pueden transmitir la clamidiasis, gonorrea, herpes y el virus del papiloma humano. El VIH también se puede transmitir durante la lactancia.""";;;;
"¿Hay comportamientos o situaciones de riesgo para adquirir el VIH?,""Sí, algunas conductas de riesgo para contraer VIH incluyen: Tener relaciones sexuales penetrativas por vagina, boca o ano sin condón. Tener otra infección de transmisión sexual como la gonorrea, herpes o sífilis. Compartir agujas o jeringas para procedimientos médicos invasivos con instrumental no esterilizado. Practicarse piercings o tatuajes sin las medidas adecuadas de esterilización.""";;;;
"Cuando una mujer no amamanta, ¿puede usar cualquier método anticonceptivo?,""Sí, a menos que tenga condiciones de salud que restrinjan su uso.""";;;;
"¿Qué es la orientación sexual?,""La orientación sexual hace referencia a la atracción afectiva y sexual por personas de diferente género (heterosexual), del mismo género (homosexual) o de ambos géneros (bisexual).""";;;;
"¿Qué pasa si no me hacen la prueba para el VIH, sífilis y hepatitis B en el embarazo?,""Si no te hacen las pruebas y tienes alguna de esas ITS no sería posible utilizar las medidas de prevención para evitar la transmisión de la madre al hijo(a). Así, es muy probable que tu hijo(a) nazca con la infección y esto puede tener consecuencias graves para toda la vida.""";;;;
"¿Dónde se puede recibir orientación acerca del cáncer de próstata?,""Primer contacto con el médico general de la IPS, quien solicita el examen de sangre para el Antígeno Prostático y examen rectal. Si algún resultado sale anormal, lo remitirá al especialista. El médico general también puede hacer controles del seguimiento, según indicaciones del especialista.""";;;;
"¿Todos los controles prenatales deben ser realizados por un ginecólogo?,""No, en Colombia el personal de enfermería y medicina general está capacitado para realizar las actividades rutinarias del control prenatal. Sin embargo, en embarazos de alto riesgo, el personal de salud decidirá y aconsejará sobre  cuál es el profesional idóneo para realizar los controles.""";;;;
"¿Con una prueba de VIH positiva es suficiente para hacer el diagnóstico?,""Si el examen lo realizan con una de las pruebas de VIH habituales (de reacción antígeno anticuerpo) y el resultado es positivo, se recomienda hacer otra prueba, idealmente de manera inmediata, para confirmar el diagnóstico. Si la segunda prueba es positiva entonces sí se confirma el VIH.""";;;;
"¿Quién vigila que se cumplan las normas referentes a la interrupción voluntaria del embarazo?,""Las Secretarías de Salud son las instituciones que deben ejercer la inspección, vigilancia y control de los Prestadores de Salud dentro de su territorio. La Superintendencia Nacional de Salud ejerce control sobre estas Secretarías de Salud. Estas responsabilidadades están en la Ley 715/01 (artículos 43 y 176 # 4).""";;;;
"¿Qué significa la política PAIS?,""Es la  Política de Atención Integral en Salud que orienta al Sistema hacia la regulación de las condiciones de intervención de los agentes de salud hacia el “acceso a los servicios de salud de manera oportuna, eficaz y con calidad para la preservación, el mejoramiento y la promoción de la salud” (Ley 1751, Estatutaria de Salud).""";;;;
"¿Qué es la hipertensión asociada al embarazo?,""Es el aumento de la presión arterial en una mujer gestante (la sistólica mayor de 140 mmHg o la diastólica mayor de 90 mmHg). Esta situación puede llevar a complicaciones  como convulsiones, dificultad para respirar, alteraciones de la función del riñón y complicaciones para el niño(a) como disminución del crecimiento, parto prematuro y muerte.""";;;;
"¿Puedo preguntar sobre cualquier cosa  de mi sexualidad en el servicio amigable?,""Sí, puedes preguntar  lo que quieras. No te quedes con dudas. ¡Cero pena! pregunta todo lo que quieras y si algo no te queda claro en el momento también pregúntalo.""";;;;
"¿Para qué sirve el condón?,""El condón utilizado adecuadamente ayuda a evitar que entren en el cuerpo bacterias, virus, parásitos u hongos durante las relaciones sexuales, además previene el embarazo no deseado.""";;;;
"¿Qué puedo hacer si tengo VIH?,""Si tienes VIH es necesario que consultes a los servicios de salud para que recibas la información necesaria sobre la atención integral que vas a requerir durante toda la vida. Es ideal que tus parejas sexuales también acudan a los servicios de salud. Para más información consulte la guía de prevención secundaria para personas con VIH, https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/VS/PP/Guia-prevencion-secundaria-personas-con-VIH.pdf https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/VS/PP/Guia-prevencion-secundaria-personas-con-VIH.pdf""";;;;
"¿Es verdad que el tacto rectal para la detección temprana del cáncer de próstata es un examen muy incómodo?,""Se tienen creencias inadecuadas sobre este examen. El tacto rectal no es doloroso pero puede ser ligeramente incómodo, pero puede ser tolerado por cualquier hombre en edad adulta y no tiene ningún efecto adverso.""";;;;
" ¿Qué efectos secundarios tiene la vacuna del VPH?,""Los efectos negativos son poco frecuentes. En ocasiones se presenta dolor, hinchazón y enrojecimiento en el sitio donde se aplicó, malestar general, aumento leve de temperatura, diarrea. Ocasionalmente se presenta sangrado o picazón alrededor del área de la inyección.""";;;;
"¿Cómo aborda la sexualidad y la reproducción el Plan Decenal de Salud Pública - PDSP?,""El PDSP desarrolla  la dimensión de sexualidad, derechos sexuales y derechos reproductivos para promover, generar y desarrollar medios y mecanismos que garanticen condiciones sociales, económicas, políticas y culturales que incidan en el ejercicio pleno y autónomo de los Derechos sexuales y Derechos  reproductivos de las personas, grupos y comunidades.""";;;;
"¿Qué violencias sexuales se presentan en el marco del conflicto armado?,""Además de presentarse cualquier tipo de violencia sexual, en el contexto del conflicto armado se presentan otros tipos de violencia sexual como la desnudez forzada, la anticoncepción forzada y el aborto forzado.""";;;;
